,timestamp,c,curr_phase,or1,or2,or3,or4,ol1,ol2,ol3,ol4,oPE,oPOG,lidarStatus,_logDuration,_logError
1405,1653059082.7583258,1,right-row-entry,1971,1951,1905,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1406,1653059082.8592205,1,right-row-entry,1971,1951,1905,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1436,1653059085.903297,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1437,1653059086.0036836,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1438,1653059086.10403,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1439,1653059086.204394,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1440,1653059086.3047662,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1441,1653059086.4064295,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1442,1653059086.5102518,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1443,1653059086.6106417,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1444,1653059086.7119713,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1450,1653059087.3172672,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1451,1653059087.4176922,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1452,1653059087.5181203,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1453,1653059087.6195138,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1454,1653059087.729803,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1455,1653059087.8302455,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1456,1653059087.9306324,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1457,1653059088.0313556,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1458,1653059088.131939,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1459,1653059088.2323704,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1460,1653059088.3333058,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1461,1653059088.433699,1,right-row-entry,1971,1949,1905,120,9998,3354,3359,3381,1,1,normal,9998.0,9998
1462,1653059088.5340445,1,right-row-entry,1971,1949,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1463,1653059088.6344342,1,right-row-entry,1971,1949,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1464,1653059088.7348068,1,right-row-entry,1971,1949,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1465,1653059088.835214,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1466,1653059088.9366016,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1467,1653059089.0379255,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1468,1653059089.1383111,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1469,1653059089.2387376,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1470,1653059089.340057,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1471,1653059089.4405036,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1472,1653059089.5435812,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1473,1653059089.643978,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1474,1653059089.7443423,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1475,1653059089.8449,1,right-row-entry,1971,1945,1905,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1476,1653059089.9452713,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1477,1653059090.0458157,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1478,1653059090.1470375,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1479,1653059090.2484727,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1480,1653059090.348904,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1481,1653059090.4492738,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1482,1653059090.5496943,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1483,1653059090.6506724,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1484,1653059090.751129,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1485,1653059090.851577,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1486,1653059090.9520135,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1487,1653059091.0524452,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1488,1653059091.1528804,1,right-row-entry,1971,1945,1907,120,9998,3351,3359,3381,1,1,normal,9998.0,9998
1489,1653059091.2586522,1,right-row-entry,1971,1945,1907,120,9998,3353,3359,3381,1,1,normal,9998.0,9998
1490,1653059091.366285,1,right-row-entry,1971,1945,1907,120,9998,3353,3359,3381,1,1,normal,9998.0,9998
1491,1653059091.467459,1,right-row-entry,1971,1945,1907,120,9998,3353,3359,3381,1,1,normal,9998.0,9998
1492,1653059091.5678089,1,right-row-entry,1971,1945,1907,120,9998,3353,3362,3381,1,1,normal,9998.0,9998
1540,1653059096.429654,1,right-row-entry,1969,1949,1902,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1541,1653059096.5300715,1,right-row-entry,1969,1949,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1542,1653059096.6304812,1,right-row-entry,1969,1949,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1543,1653059096.7318387,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1544,1653059096.832229,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1545,1653059096.9326158,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1546,1653059097.0330646,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1547,1653059097.1334443,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1548,1653059097.234583,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1549,1653059097.3359337,1,right-row-entry,1969,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1550,1653059097.4363248,1,right-row-entry,1971,1951,1907,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1551,1653059097.536761,1,right-row-entry,1971,1951,1902,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1552,1653059097.6371474,1,right-row-entry,1971,1951,1902,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1553,1653059097.7380986,1,right-row-entry,1971,1951,1902,120,9998,3353,3362,3379,1,1,normal,9998.0,9998
1554,1653059097.8384686,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3379,1,1,normal,9998.0,9998
1555,1653059097.94201,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3379,1,1,normal,9998.0,9998
1556,1653059098.0424123,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1557,1653059098.1427968,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1558,1653059098.2431664,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1559,1653059098.343534,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1560,1653059098.4482503,1,right-row-entry,1971,1951,1902,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1561,1653059098.5515594,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1562,1653059098.652826,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1563,1653059098.754604,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1564,1653059098.8558595,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1565,1653059098.9570532,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1566,1653059099.0574305,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1567,1653059099.1633236,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1568,1653059099.2644262,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1569,1653059099.364851,1,right-row-entry,1971,1951,1904,120,9998,3353,3359,3380,1,1,normal,9998.0,9998
1570,1653059099.4710522,1,right-row-entry,1972,1951,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1571,1653059099.571506,1,right-row-entry,1972,1951,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1572,1653059099.673047,1,right-row-entry,1972,1951,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1573,1653059099.7770555,1,right-row-entry,1972,1951,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1574,1653059099.8782103,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1575,1653059099.978604,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1576,1653059100.079028,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1577,1653059100.1793928,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1578,1653059100.279772,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1579,1653059100.381948,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1580,1653059100.4831572,1,right-row-entry,1972,1949,1904,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1581,1653059100.5844705,1,right-row-entry,1972,1949,1907,128,9998,3353,3359,3380,1,1,normal,9998.0,9998
1612,1653059103.725533,1,right-row-entry,1981,1951,1911,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1613,1653059103.826452,1,right-row-entry,1981,1951,1911,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1614,1653059103.9268715,1,right-row-entry,1981,1951,1911,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1615,1653059104.0301406,1,right-row-entry,1981,1951,1911,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1616,1653059104.1360512,1,right-row-entry,1981,1951,1921,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1617,1653059104.2379422,1,right-row-entry,1981,1951,1921,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1618,1653059104.3383276,1,right-row-entry,1981,1951,1921,128,9998,3371,3367,3400,1,1,normal,9998.0,9998
1619,1653059104.4387236,1,right-row-entry,1981,1951,1921,128,9998,3371,3394,3410,1,1,normal,9998.0,9998
1620,1653059104.5390968,1,right-row-entry,1981,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1621,1653059104.6404135,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1622,1653059104.7417188,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1623,1653059104.842114,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1624,1653059104.9424877,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1625,1653059105.0428877,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1626,1653059105.1432354,1,right-row-entry,1989,1951,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1627,1653059105.2439575,1,right-row-entry,1989,1954,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1628,1653059105.3443432,1,right-row-entry,1989,1954,1921,128,9998,3384,3394,3410,1,1,normal,9998.0,9998
1629,1653059105.4450357,1,right-row-entry,1989,1954,1921,128,9998,3396,3394,3410,1,1,normal,9998.0,9998
1630,1653059105.546674,1,right-row-entry,1989,1954,1921,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1631,1653059105.6480703,1,right-row-entry,1989,1954,1921,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1632,1653059105.7484696,1,right-row-entry,1990,1954,1921,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1633,1653059105.856166,1,right-row-entry,1990,1954,1921,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1634,1653059105.9632692,1,right-row-entry,1990,1954,1921,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1635,1653059106.0650597,1,right-row-entry,1990,1954,1924,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1636,1653059106.1654863,1,right-row-entry,1990,1954,1924,128,9998,3396,3397,3418,1,1,normal,9998.0,9998
1637,1653059106.266283,1,right-row-entry,1990,1954,1924,120,9998,3396,3397,3418,1,1,normal,9998.0,9998
1638,1653059106.366888,1,right-row-entry,1990,1954,1924,120,9998,3396,3397,3401,1,1,normal,9998.0,9998
1639,1653059106.4680045,1,right-row-entry,1990,1954,1924,120,9998,3396,3397,3401,1,1,normal,9998.0,9998
1640,1653059106.5737686,1,right-row-entry,1990,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1641,1653059106.6742067,1,right-row-entry,1990,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1642,1653059106.7746325,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1643,1653059106.875061,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1644,1653059106.9754963,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1645,1653059107.0768385,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1646,1653059107.182202,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1647,1653059107.282642,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1648,1653059107.383073,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1649,1653059107.483425,1,right-row-entry,1986,1954,1924,120,9998,3379,3397,3401,1,1,normal,9998.0,9998
1650,1653059107.5838466,1,right-row-entry,1986,1954,1924,120,9998,3360,3397,3401,1,1,normal,9998.0,9998
1651,1653059107.6856632,1,right-row-entry,1986,1954,1924,120,9998,3360,3397,3401,1,1,normal,9998.0,9998
1652,1653059107.7911837,1,right-row-entry,1986,1954,1924,120,9998,3360,3397,3401,1,1,normal,9998.0,9998
1653,1653059107.8919785,1,right-row-entry,1986,1954,1924,120,9998,3360,3397,3401,1,1,normal,9998.0,9998
1654,1653059107.9932196,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3401,1,1,normal,9998.0,9998
1655,1653059108.0951655,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3401,1,1,normal,9998.0,9998
1656,1653059108.1959882,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3401,1,1,normal,9998.0,9998
1657,1653059108.2982762,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1658,1653059108.401509,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1659,1653059108.5019083,1,right-row-entry,1986,1954,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1660,1653059108.6022785,1,right-row-entry,1986,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1661,1653059108.702637,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1662,1653059108.8029983,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1663,1653059108.9037669,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1664,1653059109.0041862,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1665,1653059109.104571,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1666,1653059109.2050076,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1667,1653059109.3053849,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1668,1653059109.4057417,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1669,1653059109.5078874,1,right-row-entry,1979,1959,1924,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1670,1653059109.6102865,1,right-row-entry,1979,1959,1927,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1671,1653059109.7106807,1,right-row-entry,1979,1959,1927,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1672,1653059109.8132842,1,right-row-entry,1979,1959,1927,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1673,1653059109.9139712,1,right-row-entry,1974,1959,1927,120,9998,3360,3359,3369,1,1,normal,9998.0,9998
1674,1653059110.0150056,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3369,1,1,normal,9998.0,9998
1675,1653059110.1159296,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3369,1,1,normal,9998.0,9998
1676,1653059110.2221608,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3369,1,1,normal,9998.0,9998
1677,1653059110.324411,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3369,1,1,normal,9998.0,9998
1678,1653059110.4248426,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3384,1,1,normal,9998.0,9998
1679,1653059110.525277,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3384,1,1,normal,9998.0,9998
1680,1653059110.626275,1,right-row-entry,1974,1959,1927,120,9998,3372,3359,3384,1,1,normal,9998.0,9998
1691,1653059111.7335844,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1692,1653059111.8342073,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1693,1653059111.9345837,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1694,1653059112.0366638,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1695,1653059112.1371136,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1696,1653059112.2374938,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1697,1653059112.337893,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1698,1653059112.4382443,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1699,1653059112.5408971,1,right-row-entry,1994,1962,1927,120,9998,3387,3375,3384,1,1,normal,9998.0,9998
1700,1653059112.6419203,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1701,1653059112.742305,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1702,1653059112.8426783,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1703,1653059112.9430397,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1704,1653059113.0434148,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1705,1653059113.1534998,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1706,1653059113.257751,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1707,1653059113.358171,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1708,1653059113.4585605,1,right-row-entry,1994,1962,1927,120,9998,3365,3375,3392,1,1,normal,9998.0,9998
1709,1653059113.558962,1,right-row-entry,1994,1962,1927,120,9998,3377,3375,3392,1,1,normal,9998.0,9998
1710,1653059113.659336,1,right-row-entry,1994,1962,1927,120,9998,3377,3375,3392,1,1,normal,9998.0,9998
1711,1653059113.760291,1,right-row-entry,1994,1962,1927,120,9998,3377,3375,3392,1,1,normal,9998.0,9998
1712,1653059113.8609817,1,right-row-entry,1994,1962,1927,120,9998,3377,3375,3392,1,1,normal,9998.0,9998
1713,1653059113.9627702,1,right-row-entry,1994,1966,1927,120,9998,3377,3375,3392,1,1,normal,9998.0,9998
1751,1653059117.805057,1,right-row-entry,2017,1978,1949,120,9998,3389,3375,3422,1,1,normal,9998.0,9998
1752,1653059117.90579,1,right-row-entry,2017,1978,1949,120,9998,3389,3375,3422,1,1,normal,9998.0,9998
1753,1653059118.0067823,1,right-row-entry,2017,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1754,1653059118.1093872,1,right-row-entry,2017,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1755,1653059118.2097795,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1756,1653059118.3101425,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1757,1653059118.4105177,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1758,1653059118.5117855,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3422,1,1,normal,9998.0,9998
1759,1653059118.6135452,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3403,1,1,normal,9998.0,9998
1760,1653059118.7155375,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3403,1,1,normal,9998.0,9998
1761,1653059118.8172748,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3403,1,1,normal,9998.0,9998
1762,1653059118.9176958,1,right-row-entry,2014,1978,1949,120,9998,3389,3400,3403,1,1,normal,9998.0,9998
1763,1653059119.01812,1,right-row-entry,2014,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1764,1653059119.1185496,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1765,1653059119.2192006,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1766,1653059119.323322,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1767,1653059119.4244938,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1768,1653059119.5249178,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1769,1653059119.6253552,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1770,1653059119.7257907,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1771,1653059119.8261824,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1772,1653059119.9296336,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1773,1653059120.0307837,1,right-row-entry,2009,1978,1949,120,9998,3379,3400,3403,1,1,normal,9998.0,9998
1774,1653059120.1312823,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1775,1653059120.2316265,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1776,1653059120.3324604,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1777,1653059120.4330063,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1778,1653059120.5400596,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1779,1653059120.6404305,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1780,1653059120.7408009,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1781,1653059120.841189,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1782,1653059120.941574,1,right-row-entry,2009,1990,1949,120,9998,3412,3400,3403,1,1,normal,9998.0,9998
1783,1653059121.0421383,1,right-row-entry,2009,1990,1949,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1784,1653059121.1469216,1,right-row-entry,2009,1990,1949,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1785,1653059121.2486255,1,right-row-entry,2009,1990,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1786,1653059121.349088,1,right-row-entry,2009,1990,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1787,1653059121.4494743,1,right-row-entry,2009,1990,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1788,1653059121.5498683,1,right-row-entry,2009,1990,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1789,1653059121.650238,1,right-row-entry,2019,1990,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1790,1653059121.7541938,1,right-row-entry,2019,1986,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1791,1653059121.8557782,1,right-row-entry,2019,1986,1961,120,9998,3417,3400,3403,1,1,normal,9998.0,9998
1792,1653059121.9570022,1,right-row-entry,2019,1986,1961,120,9998,3428,3400,3403,1,1,normal,9998.0,9998
1793,1653059122.0574036,1,right-row-entry,2019,1986,1961,120,9998,3428,3400,3403,1,1,normal,9998.0,9998
1794,1653059122.1578004,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
1795,1653059122.258582,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
1796,1653059122.365514,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
1797,1653059122.4659607,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
1798,1653059122.5663793,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
1799,1653059122.6667593,1,right-row-entry,2019,1986,1961,120,9998,3428,3416,3434,1,1,normal,9998.0,9998
